objid,map_type,map_name,hash_id,name,fieldarea,region,scale,equip,map_static,korok_id,korok_type,pos,drop.type,drop.value,drop
13844,MainField,A-8,0x830e3f279b65b928,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4334.65, 144.29, 3067.03]",Table,['Default'],
13847,MainField,A-8,0x4398b68f05bb3d43,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4500.84, 142.4, 3148.73]",Table,['Default'],
13848,MainField,A-8,0x6a67165e84682f13,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4506.81, 142.38, 3149.25]",Table,['Default'],
13849,MainField,A-8,0x04fa787865270bfd,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4504.18, 142.42, 3145.01]",Table,['Default'],
13855,MainField,A-8,0x61bc9d4307139a81,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4094.26, 124.43, 3408.84]",Table,['Default'],
13856,MainField,A-8,0x3056b6783cf2dec2,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4094.78, 124.21, 3414.82]",Table,['Default'],
13872,MainField,A-8,0x4cdc5d52e503790c,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4004.01, 155.01, 3109.9]",Table,['Default'],
13873,MainField,A-8,0x6535ab6b2c3e66da,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4008.25, 154.69, 3105.65]",Table,['Default'],
13874,MainField,A-8,0x75badd875dfec28d,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4003.3, 154.61, 3104.95]",Table,['Default'],
13881,MainField,A-8,0x6e3174cf03c2a57a,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4180.03, 133.74, 3611.38]",Table,['Default'],
13882,MainField,A-8,0x15e0e6f186d5800b,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4191.55, 133.15, 3610.63]",Table,['Default'],
13883,MainField,A-8,0x5953ad9aa7a19bf4,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4189, 133.56, 3608]",Table,['Default'],
13886,MainField,A-8,0x6af9b72f5dae6c2d,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4587, 138, 3272]",Table,['Default'],
13887,MainField,A-8,0x034e045dca7b791c,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4587, 138, 3266]",Table,['Default'],
13888,MainField,A-8,0x129b827ce5b3e2a2,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4583, 138, 3269]",Table,['Default'],
13891,MainField,A-8,0xcba14bdb0f027eaa,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4465.52, 140.47, 3271.7]",Table,['Default'],
13892,MainField,A-8,0xe3f0c4eabd35703c,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4461.24, 140.47, 3267.46]",Table,['Default'],
13893,MainField,A-8,0xf38fce04f261f729,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4460.54, 140.24, 3272.41]",Table,['Default'],
13896,MainField,A-8,0x87331792809a2f8a,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4241.96, 142.44, 3190]",Table,['Default'],
13897,MainField,A-8,0xb806b1f3008e005b,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4235.97, 142.84, 3190.01]",Table,['Default'],
13898,MainField,A-8,0x4f5213df694e2404,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4238.98, 142.75, 3194]",Table,['Default'],
13901,MainField,A-8,0xf21367ffab0d0583,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4348, 141.03, 3165]",Table,['Default'],
13902,MainField,A-8,0xb400fa0e597d7753,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4342, 141.1, 3165]",Table,['Default'],
13903,MainField,A-8,0xba719b2ccf3af201,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-4345, 140.94, 3169]",Table,['Default'],
39333,MainField,B-7,0x8f5a860d8e296d02,Enemy_Zombie_Junior,Surface87,Gerudo Canyon,0,,0,,,"[-3777.5, 149, 2962.5]",Table,['Default'],
39334,MainField,B-7,0xf9fdc7366e656a80,Enemy_Zombie_Junior,Surface87,Gerudo Canyon,0,,0,,,"[-3768.5, 148.98, 2922.5]",Table,['Default'],
39335,MainField,B-7,0x8f1e9c0a8c60edab,Enemy_Zombie_Junior,Surface87,Gerudo Canyon,0,,0,,,"[-3900, 148.77, 2878.5]",Table,['Default'],
39370,MainField,B-7,0xa455bc243cb85107,Enemy_Zombie_Junior,Surface87,Gerudo Canyon,0,,0,,,"[-3817, 148.98, 2877.5]",Table,['Default'],
39372,MainField,B-7,0x587db80989918b9a,Enemy_Zombie_Junior,Surface87,Gerudo Canyon,0,,0,,,"[-3794.5, 148.98, 2929.5]",Table,['Default'],
39373,MainField,B-7,0x8f1d5915ff240b2c,Enemy_Zombie_Junior,Surface87,Gerudo Canyon,0,,0,,,"[-3807.5, 148.98, 2915]",Table,['Default'],
40235,MainField,B-7,0x6ac6b9f0a2c6661f,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,0,,,"[-3758, 136.58, 2747.8]",Table,['Default'],
40236,MainField,B-7,0x51d72b389b011fa0,Enemy_Zombie_Junior,Surface87,Gerudo Canyon,0,,0,,,"[-3806.5, 148.98, 2918]",Table,['Default'],
41802,MainField,B-7,0x11342340a28df59f,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3094.35, 115.85, 2881.3]",Table,['Default'],
41803,MainField,B-7,0xc8e3ac7e26a1174f,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3103.28, 117.5, 2898.65]",Table,['Default'],
41804,MainField,B-7,0xde56e691f6f56a20,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3115.68, 118.1, 2891.87]",Table,['Default'],
41842,MainField,B-7,0xe25a97ff912bac18,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3555.38, 109, 2672.55]",Table,['Default'],
41843,MainField,B-7,0x99e735c93f785a2a,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3544.26, 108.53, 2654.89]",Table,['Default'],
41844,MainField,B-7,0xaa789332083fd686,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3542.39, 108.94, 2672.92]",Table,['Default'],
41911,MainField,B-7,0x50f6087cc89d4473,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3751.56, 140.05, 2419.53]",Table,['Default'],
41912,MainField,B-7,0xe5f1c042334f35d9,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3773.81, 140.02, 2420.54]",Table,['Default'],
41918,MainField,B-7,0x5774e9817654d8bc,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3902.04, 147.06, 2545.41]",Table,['Default'],
41919,MainField,B-7,0x7c2573fcf340c24e,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3888.86, 147.07, 2543.61]",Table,['Default'],
41920,MainField,B-7,0x0e5690debab4a23d,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3897.1, 147.03, 2552.61]",Table,['Default'],
41923,MainField,B-7,0xdf014b91120a9c6c,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3926.87, 145.92, 2699.87]",Table,['Default'],
41924,MainField,B-7,0x8610c28bb619abfd,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3920.89, 146.32, 2699.87]",Table,['Default'],
41925,MainField,B-7,0xe82340a056e6c1ea,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3923.87, 145.98, 2703.87]",Table,['Default'],
41930,MainField,B-7,0xa1bcec308003ec78,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3682.26, 153.84, 2617.11]",Table,['Default'],
41931,MainField,B-7,0x3fcce5f2e7526e14,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3699.82, 153.61, 2631.88]",Table,['Default'],
41934,MainField,B-7,0x36fd46145fd75229,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3473.13, 134.83, 2522.96]",Table,['Default'],
41935,MainField,B-7,0x47ed9bb60a00e0c3,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3475.82, 136.06, 2536.99]",Table,['Default'],
41936,MainField,B-7,0xd6b8480f348df130,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3484.44, 142.32, 2658.43]",Table,['Default'],
41937,MainField,B-7,0x8f99c57d5498f5a6,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3463.02, 141.91, 2666.31]",Table,['Default'],
41938,MainField,B-7,0x9ea64f52e4a47fb3,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3481.71, 142.9, 2684.6]",Table,['Default'],
41941,MainField,B-7,0xd2070b597fe83109,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3225.51, 152.48, 2773.26]",Table,['Default'],
41942,MainField,B-7,0x8b70844eeadf1425,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3204.59, 152, 2764.55]",Table,['Default'],
41943,MainField,B-7,0x9ae10e68c39f2b98,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3202.7, 149.16, 2779.95]",Table,['Default'],
41965,MainField,B-7,0xa06a760654e69499,Enemy_Zombie_Junior_Defense,Surface72,Gerudo Canyon,0,,1,,,"[-3192.69, 129.25, 2513.82]",Table,['Default'],
41966,MainField,B-7,0x3e0ecc016ce87636,Enemy_Zombie_Junior_Defense,Surface72,Gerudo Canyon,0,,1,,,"[-3171.42, 132.61, 2588.51]",Table,['Default'],
41967,MainField,B-7,0x15ed20000aed7d38,Enemy_Zombie_Junior_Defense,Surface72,Gerudo Canyon,0,,1,,,"[-3170.16, 132.73, 2578.22]",Table,['Default'],
41973,MainField,B-7,0xce003fff80012cdd,Enemy_Zombie_Junior_Defense,Surface72,Gerudo Canyon,0,,1,,,"[-3187.78, 129.68, 2518.2]",Table,['Default'],
41983,MainField,B-7,0x111854070580802a,Enemy_Zombie_Junior_Defense,Surface72,Gerudo Canyon,0,,1,,,"[-3160.05, 133.55, 2575.63]",Table,['Default'],
41984,MainField,B-7,0xecdb6d7e34df4e0c,Enemy_Zombie_Junior_Defense,Surface72,Gerudo Canyon,0,,1,,,"[-3178.28, 132.18, 2525.24]",Table,['Default'],
42043,MainField,B-7,0xb6b4a568e3c4c8fd,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3446.19, 143.64, 2819.52]",Table,['Default'],
42044,MainField,B-7,0xc72535ba05987a5b,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3459.88, 141.5, 2836.92]",Table,['Default'],
42045,MainField,B-7,0x8030ff86ab39ca97,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3654.53, 143.94, 2865.34]",Table,['Default'],
42046,MainField,B-7,0xb9e16979396ca444,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3645.63, 144.21, 2858.02]",Table,['Default'],
42047,MainField,B-7,0x49113a510f298311,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3648.11, 144.07, 2864.36]",Table,['Default'],
42771,MainField,B-7,0xdbf1756b2b7f3429,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3509.27, 107.38, 2794.22]",Table,['Default'],
42772,MainField,B-7,0x688984b97d6ceecc,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3520.14, 108.09, 2777.62]",Table,['Default'],
45889,MainField,B-8,0xaaa1ee112aba81a6,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3654.12, 134.75, 3229.28]",Table,['Default'],
45890,MainField,B-8,0x50911c77b997e7b7,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3639.51, 136.16, 3218.35]",Table,['Default'],
45891,MainField,B-8,0x6240a5628e564920,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3644.52, 135.18, 3230.58]",Table,['Default'],
45894,MainField,B-8,0x5638034be99a8a74,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3611.01, 136.94, 3009.99]",Table,['Default'],
45895,MainField,B-8,0xf33ebb2d06f7c549,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3612, 136.24, 3045]",Table,['Default'],
45896,MainField,B-8,0x9d3a15f64104ba92,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3608.25, 136.13, 3033.1]",Table,['Default'],
45897,MainField,B-8,0xfa934d45bc85e3a3,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3568, 134, 3023]",Table,['Default'],
45898,MainField,B-8,0x4f4003c9c139f372,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3592, 134.87, 3045]",Table,['Default'],
45899,MainField,B-8,0xd54f632d6893e49b,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3604.98, 136.45, 3053.95]",Table,['Default'],
45907,MainField,B-8,0x2f792cd903675c51,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3974.25, 127.81, 3371.14]",Table,['Default'],
45908,MainField,B-8,0xd628b98c7d5b6e00,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3968.26, 128.19, 3371.13]",Table,['Default'],
45909,MainField,B-8,0xe01be78daf9b89d3,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3971.27, 128.22, 3375.13]",Table,['Default'],
45912,MainField,B-8,0x2d7c66d79f6f936c,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3946.86, 136.34, 3201]",Table,['Default'],
45913,MainField,B-8,0xc285e2a468528bff,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3940.86, 136.42, 3201.01]",Table,['Default'],
45914,MainField,B-8,0xd55a249a038365e2,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3943.86, 136.35, 3205.01]",Table,['Default'],
45917,MainField,B-8,0xc38e4163950d866f,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3031.94, 120.44, 3184.05]",Table,['Default'],
45918,MainField,B-8,0xeabbfc181631a000,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3025.95, 120.66, 3184.05]",Table,['Default'],
45919,MainField,B-8,0xfba84a3625fdbfed,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3028.94, 120.49, 3188.05]",Table,['Default'],
45922,MainField,B-8,0xf31033466072d8e9,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3178.28, 136.08, 3216.43]",Table,['Default'],
45923,MainField,B-8,0xac01b869e04fed7d,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3172.28, 136.08, 3216.43]",Table,['Default'],
45924,MainField,B-8,0xba36ee91386f176b,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3175.28, 134.6, 3220.15]",Table,['Default'],
46218,MainField,B-8,0xe6b65bb6aca08b8d,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3378.14, 122.28, 3510.52]",Table,['Default'],
46219,MainField,B-8,0x8f6dadb45cf5e15e,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3372.14, 122.12, 3510.52]",Table,['Default'],
46220,MainField,B-8,0x9e9426e50c405b0b,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3375.14, 122.19, 3514.52]",Table,['Default'],
46223,MainField,B-8,0x50221201db917972,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3539.93, 121.77, 3564.31]",Table,['Default'],
46224,MainField,B-8,0x7e777d2b4c640c00,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3533.93, 121.83, 3564.31]",Table,['Default'],
46225,MainField,B-8,0x080014f05c91f3ef,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3536.93, 121.93, 3568.31]",Table,['Default'],
46228,MainField,B-8,0x9c77e54e6048b7d7,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3694.21, 131.55, 3821.21]",Table,['Default'],
46229,MainField,B-8,0xb5da7659207d44a7,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3688.21, 131.61, 3821.21]",Table,['Default'],
46230,MainField,B-8,0x45562c7018bb2051,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3691.21, 131.49, 3825.21]",Table,['Default'],
46233,MainField,B-8,0xd198d54d0f7f166a,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3851.14, 125.07, 3533.92]",Table,['Default'],
46234,MainField,B-8,0xfdf74b5b7aaa5718,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3845.15, 124.76, 3533.92]",Table,['Default'],
46235,MainField,B-8,0x897a447ca38adced,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3848.17, 124.37, 3537.88]",Table,['Default'],
46238,MainField,B-8,0xcf7e431cb6c26e7f,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3985.01, 124.75, 3637.45]",Table,['Default'],
46239,MainField,B-8,0xe4d1fd22cab15fcf,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3979.01, 124.81, 3637.45]",Table,['Default'],
46240,MainField,B-8,0xf700474f72e5e0fd,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3982.01, 124.66, 3641.45]",Table,['Default'],
46243,MainField,B-8,0x24058bae5a364a78,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3931.03, 120.76, 3819.51]",Table,['Default'],
46244,MainField,B-8,0xcd147cbfcd1b210f,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3925.03, 120.76, 3819.51]",Table,['Default'],
46245,MainField,B-8,0xdce79683ded31cfa,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3928.03, 120.59, 3823.51]",Table,['Default'],
46323,MainField,B-8,0x5304de8d465f5761,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3360, 142.09, 3044]",Table,['Default'],
46324,MainField,B-8,0x0afb6e58db6a7112,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3354.01, 141.8, 3043.98]",Table,['Default'],
46325,MainField,B-8,0x1b66e4be624aede7,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3356.97, 142.48, 3047.95]",Table,['Default'],
46328,MainField,B-8,0xbefe1bbcda2523a2,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3719.04, 135.8, 3286.75]",Table,['Default'],
46329,MainField,B-8,0x5755612f67563a95,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3713.04, 135.7, 3286.75]",Table,['Default'],
46330,MainField,B-8,0x67e1e7f3c605ba22,Enemy_Zombie_Junior,Surface21,Gerudo Canyon,0,,1,,,"[-3716.04, 135.9, 3290.75]",Table,['Default'],
46409,MainField,B-8,0x088242b04e415e44,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3204, 120.63, 3064]",Table,['Default'],
46410,MainField,B-8,0x2195493bc1744c9a,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3198, 120.94, 3064]",Table,['Default'],
46411,MainField,B-8,0x30a4f7676920e8c7,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-3201, 120.47, 3068]",Table,['Default'],
75940,MainField,C-8,0x5789aaa8e2a11f22,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-2992.94, 114.36, 3030.07]",Table,['Default'],
75941,MainField,C-8,0x7e9631b67ecde934,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-2977.39, 116.43, 3041.44]",Table,['Default'],
75942,MainField,C-8,0x0f6bd0598e8155a7,Enemy_Zombie_Junior,Surface72,Gerudo Canyon,0,,1,,,"[-2994.45, 115.18, 3051.09]",Table,['Default'],
528222,MainField,Cave__Cave_GerudoDesert_0007_GroupSet_000 ,0xa951084942db819a,Enemy_Zombie_Junior,Cave72,,0,,0,,,"[-3800.74, 90.31, 2565.92]",Table,['Default'],
528223,MainField,Cave__Cave_GerudoDesert_0007_GroupSet_000 ,0xd8d76648a51486e6,Enemy_Zombie_Junior,Cave72,,0,,0,,,"[-3805.47, 90.21, 2568.46]",Table,['Default'],
528224,MainField,Cave__Cave_GerudoDesert_0007_GroupSet_000 ,0x4e470dbead6b7295,Enemy_Zombie_Junior,Cave72,,0,,0,,,"[-3801.95, 90.13, 2574.61]",Table,['Default'],
528225,MainField,Cave__Cave_GerudoDesert_0007_GroupSet_000 ,0xa26c7e0a5fa10265,Enemy_Zombie_Junior,Cave72,,0,,0,,,"[-3670.34, 85.82, 2576.52]",Table,['Default'],
528226,MainField,Cave__Cave_GerudoDesert_0007_GroupSet_000 ,0x4693fa751c811f3c,Enemy_Zombie_Junior,Cave72,,0,,0,,,"[-3729.07, 105.1, 2566.1]",Table,['Default'],
528241,MainField,Cave__Cave_GerudoDesert_0007_GroupSet_000 ,0xc224d72e9c6183cc,Enemy_Zombie_Junior,Cave72,,0,,0,,,"[-3673.99, 98.53, 2602.75]",Table,['Default'],
